,descriptions,id,scores
159,<START> <UNK> 王薄 <UNK> 一对 最佳 贼 拍档 <UNK> 王薄 孩子 王丽 <UNK> 赎罪 分歧 火车站 城市 挣 笔 钱 回老家 盖 房子 娶 媳妇 农村 <UNK> 傻根 王丽 单纯 打动 暗中 保护 使 辛苦 钱 失窃 王薄 <UNK> 找 合适 机会 下手 最终 夫妻 情深 <UNK> 王丽 阵营 不料 傻根 钱 早 黎叔 头目 著名 <UNK> 团伙 盯上 一系列 围绕 <UNK> <UNK> 钞票 王薄 王丽 黎叔 团伙 展开 <UNK> 斗争 上演 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 刘德华 刘若英 王宝强 冯小刚 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,1291550,1
160,<START> 猪猪侠 终极 决战 黑暗 世界 怪兽 结束 童话 世界 恢复 往日 和平 款 变身 战队 训练 系统 开发 成功 正式 <UNK> 超人 强 猪猪侠 <UNK> <UNK> <UNK> 名 战队 伙伴 款 系统 <UNK> 玩家 由此 虚拟 童话 世界 变身 战队 身份 虚拟 怪兽 作战 享受 超级 英雄 <UNK> 天 猪猪侠 虚拟 世界 探险 遭遇 系统 队友 巴罗 猪 猪侠 对此 生气 巴罗 正是 父亲 名字 情愿 次 次 虚拟 世界 巴罗 执行 度过 段 快乐 时光 猪 猪侠 警惕 黑暗 世界 阴谋 正 悄然 ©豆 瓣 <UNK> 陆双 陈志荣 祖晴 陆锦明 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26358025,1
161,<START> <UNK> 独居 老人 <UNK> 接到 骚扰 电话 忧心忡忡 大儿子 大军 <UNK> <UNK> 老人 丧偶 引发 <UNK> 老邓 试 小儿子 小兵 沟通 演变 成 看不惯 <UNK> 儿子 生活 习惯 引发 争吵 老邓 儿子 生活 闯入 格格不入 生活 老 房子 时间 推移 小区 发生 入室 抢劫案 大军 家里 发生 <UNK> 事件 一家人 变 警惕 老邓 一个 游荡 少年 好心 家里 借住 事件 平息 愈演愈烈 兄弟 终于 发现 事件 发生 几十 年前 母亲 三线 建设 发生 事 关系 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 冯远征 秦海璐 王小帅 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,20514902,1
162,<START> 汽车人 总动员 8 岁 男孩 卡卡 聪明 活泼 一个 顶尖 汽车 工程师 助手 兼 玩伴 丁丁 开发 名为 <UNK> <UNK> <UNK> 系统 高 智能 操作 <UNK> 对话 辆 <UNK> <UNK> 开朗 爱 很快 丁丁 打成一片 卡卡 <UNK> 开发 冷静 淡定 <UNK> 堪称 接近 完美 <UNK> 未 多久 卡卡 <UNK> 高级 智能 汽车 大赛 邀请函 信心 满满 带 辆 <UNK> 参加 比赛 为此 车 定制 严苛 训练 计划 比赛 一天天 临近 个性 十足 智能 <UNK> 成绩 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26416155,1
163,<START> 启功 老 北京 条 胡同 住 <UNK> 一代 书画 <UNK> 启功 老人 老伴儿 <UNK> <UNK> 平凡 安宁 生活 <UNK> 涌动 时代 小人物 暴风雨 <UNK> 启功 拥有 <UNK> <UNK> 文革 浪潮 汹涌 澎湃 年代 带来 麻烦 红 <UNK> <UNK> 家中 搜查 <UNK> 物品 所幸 总 倾心 传统 文化 暗中 相助 运动 之中 启功 时常 回忆 <UNK> 绘画 情景 <UNK> <UNK> 往事 老伴儿 相濡以沫 过往 感慨 <UNK> 饱受 屈辱 历经 荣光 事 不知 <UNK> <UNK> <UNK> 慢慢 学会 放下 这一切 自觉 流淌 老人 书画 之中 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26440017,1
164,<START> 恶棍 天使 查 小刀 智商 极 高 性格 <UNK> <UNK> 莫非 介 混混 个性 <UNK> 场 车祸 相遇 莫非 毫无 意外 狠狠 <UNK> 身上 诈 笔 亲情 淡漠 工作 受挫 遭 恶人 <UNK> 查 小刀 心灰意冷 无意 之中 得知 名为 折耳根 <UNK> 专治 <UNK> <UNK> <UNK> 寻求 <UNK> 念头 查 小刀 想到 莫非 居然 折耳根 病人 <UNK> 失眠 困扰 痛不欲生 折耳根 告诉 正是 <UNK> 治病 查 小刀 莫非 结为 搭档 <UNK> 惹出 无数 麻烦 笑话 亦 结下 深厚 感情 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 邓超 孙俪 <UNK> 俞白眉 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26290365,1
165,<START> <UNK> <UNK> 记 熙攘 人类 世界 很多 妖精 隐匿 人类 <UNK> 生活 猫 <UNK> 小黑 家园 破坏 流浪 旅 场 旅途 惺惺相惜 妖精 同类 和谐 包容 人类 伙伴 相继 小黑 陷入 两难 抉择 究竟 归属 <UNK> 山新 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26709258,1
166,<START> 重生 爱人 苏莹 程峰 <UNK> 即将 步入 婚姻 殿堂 恋人 苏莹 沉浸 幸福 之中 一个 神秘人 生活 <UNK> <UNK> 神秘人 提供 种种 线索 苏莹 震惊 发现 程峰 回 真实 身份 苏莹 同学 林强 可怕 苏莹 记忆 <UNK> 场 大火 丧生 青葱 岁月 苏莹 名叫 江重云 男孩 段 甜蜜 青涩 感情 <UNK> <UNK> 背后 默默 保护 苏莹 本人 承认 苏莹 感动 计划 考上 大学 携手 步入 美好 未来 化学 实验室 场 突如其来 大火 苏莹 江重云 幻想 <UNK> 殆尽 <UNK> <UNK> 正是 林强 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 王丽坤 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26101065,1
167,<START> <UNK> 之华 生死 离别 <UNK> 告别 <UNK> <UNK> 姐姐 <UNK> 带 些许 落寞 心情 丈夫 姐姐 儿子 <UNK> 踏上 归途 临走 外甥 <UNK> <UNK> <UNK> 封 邀请函 这是 <UNK> 南 初中 同学会 邀请 <UNK> 重逢 老友 <UNK> 环境 众人 当作 南 之华 坦然 道出 姐姐 去世 事实 选择 先行 离去 途中 姐妹俩 旧 相识 尹川 重逢 之华 姐姐 名义 尹川 写信 <UNK> 青葱 时代 记忆 待在 老家 <UNK> 之华 女儿 <UNK> 接到 尹川 <UNK> 出于 母亲 过往 好奇 <UNK> <UNK> 写 回信 喧嚣 匆忙 电子 时代 代 <UNK> <UNK> 逝去 岁月 人生 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 周迅 秦昊 杜江 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27615233,1
168,<START> 无名之辈 来自 乡村 笨贼 眼镜 大头 抢 一家 <UNK> 慌乱 之中 <UNK> 坐 <UNK> 单身 女子 嘉旗 家中 嘉旗 早已 活 欲望 <UNK> 俩 笨贼 杀死 楼盘 老板 <UNK> 断裂 <UNK> 留下 保安 马先勇 <UNK> 周旋 <UNK> 立功 无数 协警 <UNK> 关头 场 车祸 毁 原本 看似 美好 不久前 挖到 喷子 原本 打算 交给 当初 警察 好友 立功 发现 喷子 <UNK> <UNK> 新闻 手机 抢劫案 马先勇 意识 喷子 劫匪 手上 漫长 天 相关 <UNK> 纠结 煎熬 <UNK> 无名之辈 <UNK> <UNK> 感受 来自 命运 <UNK> ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 陈建斌 任素汐 潘斌龙 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27110296,1
169,<START> 亲密 敌人 投资 银行 经理 戴瑞克 <UNK> 忙于 锂矿 企业 收购 前任 女友 艾米 <UNK> 来到 香港 一家 投资 银行 <UNK> 身份 担任 锂矿 企业 财务 <UNK> 昔日 情人 即将 职场 展开 对决 戴 瑞克 <UNK> 助手 <UNK> <UNK> 好友 身份 劝说 艾米 退出 热门 金融 <UNK> 亨利 发现 李 <UNK> 过往 艾米 戴瑞克 事业 繁忙 <UNK> 时间 陪伴 赌气 分手 戴瑞克 安排 亦 <UNK> 领域 戴 瑞克 艾米 飞往 伦敦 航班 巧遇 收购 <UNK> 胜出 连番 缠斗 事情 发展 <UNK> <UNK> 关系 再度 变化 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 徐静蕾 <UNK> 梁咏琪 徐静蕾 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6062731,1
170,<START> 湄公河 金 <UNK> <UNK> 处 称为 <UNK> <UNK> 艘 来自 中国 商船 不明 身份 枪击 袭击 未 多久 泰国 军方 新闻 发布会 指责 中国 商船 贩卖 毒品 发布会 <UNK> 船员 逃亡 十三 具 遭受 残忍 杀害 中国 船员 尸体 很快 发现 <UNK> 案件 中国 警方 <UNK> 震惊 <UNK> 缉毒 <UNK> 队长 高刚 受命 带 特别 小组 前往 泰国 情报 <UNK> <UNK> 合作 <UNK> 现有 资料 <UNK> 案子 盘踞 金三角 大毒 <UNK> 所为 糯卡 贪婪 残忍 胆大包天 湄公河 <UNK> 颗 惊扰 运输 <UNK> 恶棍 绳之于法 中国 <UNK> <UNK> 三国 联合 <UNK> 糯卡 制毒 窝点 扫荡 高刚 危险 境地 丧失 人性 贩毒 分子 惨烈 对决 本片 真实 事件 改编 ©豆 瓣 <UNK> <UNK> <UNK> 张涵予 彭于晏 <UNK> 林超贤 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25815034,1
171,<START> 逃亡 <UNK> 港 越狱 专家 布雷斯林 学生 周树 <UNK> <UNK> 性格 迥异 行事 风格 大相径庭 保护 表弟 <UNK> 次 周树 表弟 <UNK> 座 名为 冥府 超级 监狱 布雷斯林 营救 爱徒 逃出 海上 监狱 坟墓 陷 冥府 次 监狱 难度 高 困难 升级 对抗 一触即发 师徒 监狱 艰难 保命 监狱 外 追查 座 地下 监狱 同行 <UNK> 并肩 作战 最终 <UNK> 团队 人工 智能 <UNK> 反派 展开 殊死 决战 场 大战 即将 开启 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 黄晓明 戴夫·巴蒂斯塔 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26905469,1
172,<START> 全能 <UNK> 李国富 儿子 平娃 相依为命 生活 <UNK> 平娃 拉扯 长大 李国富 感到 <UNK> 平娃 <UNK> 男人 堆 大事 还要 <UNK> 糟糕 平娃 处于 <UNK> 父亲 <UNK> 人生 感到 不满 <UNK> <UNK> 儿子 找 工作 找 老婆 放心 <UNK> 小分队 领袖 人物 领导 队伍 <UNK> 儿子 证明 能力 年纪 李国富 毅然 报名 参加 选秀 比赛 生活 弄 <UNK> 幸运 李国富 <UNK> 场 <UNK> 亲情 忙 久违 爱情 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 于非 董春泽 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26011893,1
173,<START> <UNK> 年关 小城 居民 <UNK> 过年 <UNK> <UNK> 请来 杀 <UNK> <UNK> 一头 <UNK> 猪 即将 踏入 走上 餐桌 征途 句 <UNK> <UNK> 打破 <UNK> <UNK> 氛围 猪 <UNK> 各色人 <UNK> 归属 城 <UNK> 轰轰烈烈 热热闹闹 拉开 序幕 <UNK> <UNK> 岳红 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27622779,1
174,<START> 美好 意外 李雨燃 名 律师 形单影只 单身 生活 生活 状态 感到 满意 段 时间 踏上 出国 深造 旅途 自信 再次 回到 国内 一个 优秀 李雨燃 想到 场 意外 带到 一个 名为 命运 中转站 <UNK> 地方 李雨燃 体验 想象 种 人生 李雨燃 名 <UNK> 家庭 主妇 丈夫 <UNK> 结婚 多年 抚养 可爱 儿子 天天 女儿 星星 起初 家庭 生活 李雨燃 感到 <UNK> 反感 时间 推移 繁杂 <UNK> 家人 <UNK> 目光 李雨燃 找到 生活 意义 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 桂纶镁 王景春 欧阳娜娜 何蔚庭 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26382962,1
175,<START> 囧途 老板 李成功 遇上 挤 <UNK> 牛耿 旅途 便 频出 状况 情人 逼迫 回 长沙 老家 老婆 <UNK> 李成功 机场 遭遇 前往 长沙 讨债 <UNK> 牛耿 牛耿 名 耿直 憨厚 <UNK> 股 傻气 <UNK> <UNK> 一口气 <UNK> <UNK> 牛奶 飞机 <UNK> <UNK> 好不容易 折腾 飞机 到达 长沙 上空 咒 长沙 大雪 飞机 被迫 <UNK> 无奈 <UNK> 火车 <UNK> <UNK> 李成功 <UNK> 一口气 次 人群 牛耿 牛耿 李成功 生命 <UNK> <UNK> 开 便 言 意外 途中 频频 意外 火车 <UNK> 巴士 巴士 爬上 <UNK> 牛耿 <UNK> 嘴 李成功 <UNK> 混身 <UNK> 傻气 青年 真诚 乐观 感染 李成功 一路 <UNK> 最终 到达 长沙 回到 生活 轨迹 <UNK> 旅途 遭遇 种种 影响 生活 本片 香港 资深 <UNK> <UNK> 担当 监制 ©豆 瓣 <UNK> <UNK> <UNK> 徐峥 王宝强 <UNK> 叶伟民 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,4237879,1
176,<START> <UNK> 英雄 崛起 陈家沟 成功 阻击 特洛伊 <UNK> 傻 <UNK> 杨露禅 <UNK> 喜结连理 <UNK> 日子 陈家 大哥 栽秧 携 妻子 <UNK> 回到 家中 家人 团聚 一番 旧情 <UNK> <UNK> <UNK> <UNK> 长子 到来 心存 <UNK> 反对 天资 聪慧 露禅 寄予 厚望 接二连三 安定 悄悄 陈家沟 滋生 栽秧 <UNK> 说起 <UNK> <UNK> 拳法 <UNK> <UNK> <UNK> 致令 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 赶出 陈家沟 栽秧 种种 险恶 <UNK> 怀着 颗 复仇 心 方子 敬 身影 <UNK> 东西方 文明 剧烈 碰撞 世纪 交 露禅 陈家沟 面临 前所未有 生死 考验 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 梁家辉 袁晓超 杨颖 冯德伦 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,10573695,1
177,<START> 爱 20世纪 90年代 中国 一个 偏僻 落后 山村 利益 <UNK> 村民 不惜 <UNK> 赚钱 世纪 绝症 <UNK> 感染 上身 生命 <UNK> 老柱柱 长子 <UNK> <UNK> <UNK> <UNK> 村里 <UNK> <UNK> 为此 牺牲 村民 家人 <UNK> 心怀 愧疚 老柱柱 <UNK> 歧视 村民 废弃 小学 统一 照顾 一同 前往 <UNK> <UNK> 无 <UNK> 死亡 孤岛 <UNK> 生命 一刻 心中 贪欲 驱使 <UNK> <UNK> 全然 半点 希望 期间 得意 <UNK> <UNK> 媳妇 琴琴 惺惺相惜 互生 爱意 饱受 歧视 此刻 背叛 全世界 恶人 生命 流逝 依旧 全力 奔跑 追逐 <UNK> 可悲 幸福 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 章子怡 郭富城 濮存昕 顾长卫 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,4843637,1
178,<START> 明月 故事 发生 1940年代 香港 妙龄 少女 方兰 母亲 相依为命 生活 家中 <UNK> 租住 作家 茅盾 太太 <UNK> 方兰 热爱 茅盾 文字 感受 火热 革命 热情 澎湃 民族 气节 身边 动荡 时局 紧张 政治 氛围 方兰 <UNK> 刘锦进 拥有 <UNK> 身手 青年 受 组织 委托 负责 护送 滞留 香港 一批 文人 返回 大陆 茅盾 一家人 便 <UNK> 列 误打误撞 之中 方兰 卷入 危险 之中 刘锦进 建议 鼓励 之下 革命 队伍 之中 母女 卷入 历史 滚滚 洪流 之中 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 周迅 彭于晏 霍建华 许鞍华 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26425072,1
179,<START> 东北 <UNK> 东北 地带 性侵 案件 频发 始终 抓 罪犯 没 看清 罪犯 <UNK> 公安 队长 <UNK> 刑侦 知识 徒 腔 破案 热情 恶行 <UNK> 遇见 <UNK> 下放 中医 老 教授 <UNK> 破案 搭档 <UNK> 搭档 知识分子 英雄 遭遇 书生 对方 新鲜 组合 妙趣横生 <UNK> 科学 推理 碰撞 磨合 诸多 证据 逐一 浮现 <UNK> 罪犯 渐渐 <UNK> 灵感 <UNK> 真实 事件 抓 流氓 抓出 段 旧 时代 人情 <UNK> 故事 情节 曲折 <UNK> <UNK> 颠沛 巧合 <UNK> <UNK> 偶然 笑 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26061902,1
